Date,Site,Phylum,Class,Order,ScientificName,Comment1,Comment2,Dyntaxa ID,Density(n/l),Biovol.(µm³/l),Freshweight(mg/l),Analysis method,Analysis laboratory,Mesured length (µm)
161123,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,1.3,129433.6,0.0001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
161123,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,2.3,958643,0.001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,94.7
161123,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,1.7,510392.7,0.0005,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,105.3
161123,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,1,593553.2,0.0006,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,137.4
161123,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,0.7,433802.3,0.0004,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,107.5
161123,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Trichocerca capucina,,,257309,0.3,235990.2,0.0002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,284
170124,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,2,72637978.5,0.07264,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
170124,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,1.7,59946865.7,0.05995,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
170124,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,2,59946865.7,0.05995,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
170124,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,1.3,129433.6,0.00013,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170124,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,3.7,1285036.7,0.00129,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,138
170124,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,0.7,48511.8,0.00005,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
170124,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,4.3,7012096,0.00701,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
170215,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,0.3,11989373.1,0.01199,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
170215,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,2,700929.1,0.0007,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,138
170215,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Euchlanis dilatata,,,247383,0.3,499557.2,0.0005,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
170215,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,0.3,24255.9,0.00002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
170215,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,1.3,2157568,0.00216,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
170314,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Cladocera,spp,,3000194,0.3,1081833.6,0.00108,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
170314,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,0.3,335143.2,0.00034,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,181
170314,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,0.7,19982288.6,0.01998,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
170314,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,0.3,32358.4,0.00003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170314,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,2.7,753853.8,0.00075,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170314,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,4,1401858.2,0.0014,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,138
170314,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Euchlanis dilatata,,,247383,0.3,499557.2,0.0005,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
170314,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,0.3,24255.9,0.00002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
170314,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,3.7,5933312,0.00593,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
170327,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,juvenil,233671,0.3,3263043.6,0.0033,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
170327,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,0.3,6244465.2,0.0062,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,774
170327,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Copepoda,, ,3000207,0.3,5328610.3,0.0053,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
170327,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,4.7,5242500.5,0.0052,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,185
170327,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,1.7,161792,0.0002,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170327,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,18.3,3587997.4,0.0036,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,90.3
170327,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,11.3,7834082.6,0.0078,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,155
170327,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,8.7,10313177.3,0.0103,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,116
170327,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Notholca squamula,,,242123,2,797742.5,0.0008,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170403,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,9.3,3848317.4,0.00385,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,137.7
170403,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,1,7326839.1,0.00733,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
170403,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,0.3,9991144.3,0.00999,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
170403,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,0.3,32358.4,0.00003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170403,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,0.3,150765,0.00015,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
170403,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,22,3962840.3,0.00396,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,91.2
170403,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,12,8294911,0.00829,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,155
170403,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Asplanchna,spp,,1009430,0.3,11545322.3,0.01155,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
170403,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,5,5949910,0.00595,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,116
170410,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,juvenil,233671,0.4,3915652.3,0.00392,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
170410,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,13.2,5442620.4,0.00544,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,137.7
170410,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,1.6,11722942.6,0.01172,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
170410,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,0.8,898714.4,0.0009,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,185
170410,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp, male,3000209,0.4,12842619,0.01284,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,989
170410,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,0.8,23978746.3,0.02398,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
170410,Erken bojen 0-20,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,0.4,71862.6,0.00007,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170410,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,0.8,77660.2,0.00008,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170410,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,6,2713770,0.00271,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
170410,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,44.4,7997732.3,0.008,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,91.2
170410,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,23.6,16313324.9,0.01631,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,155
170410,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Asplanchna,spp,,1009430,0.4,13854386.7,0.01385,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,559
170410,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,0.4,36527.9,0.00004,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
170410,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,16.8,19991697.6,0.01999,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,116
170410,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Notholca squamula,,,242123,0.8,319097,0.00032,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170419,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,1,59072640.6,0.05907,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
170419,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,0.7,1498671.6,0.0015,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
170419,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,18.7,26681632.5,0.02668,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,235
170419,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,2.7,19538237.7,0.01954,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
170419,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,3,3370178.9,0.00337,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,185
170419,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,1.3,47957492.6,0.04796,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
170419,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,1,29973432.9,0.02997,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
170419,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides ,,male,242098,0.3,1373782.3,0.00137,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
170419,Erken bojen 0-20,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,0.3,59885.5,0.00006,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170419,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,1,97075.2,0.0001,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170419,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,10,6070415,0.00607,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99
170419,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,102.7,18343611.2,0.01834,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,93.2
170419,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,24,16166899.7,0.01617,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,159.3
170419,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Asplanchna,spp,,1009430,0.3,8881017.1,0.00888,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,430
170419,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,26.7,25895075.6,0.0259,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,114.7
170419,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Notholca squamula,,,242123,0.3,132957.1,0.00013,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170425,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,21.7,30969752,0.031,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,235
170425,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,3.3,24422797.1,0.0244,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
170425,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,5,5616964.8,0.0056,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,185
170425,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus graciloides,,male,263767,1.7,59946865.7,0.0599,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,1032
170425,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,1.7,49955721.4,0.05,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
170425,Erken bojen 0-20,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,3.3,598855.2,0.0006,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170425,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Notholca foliacea,,,257118,1.7,304399.4,0.0003,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
170425,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,25,15176037.5,0.0152,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99
170425,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,51.7,9231362.8,0.0092,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,93.2
170425,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,48.3,32558339.7,0.0326,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,159.3
170425,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,160,155370453.3,0.1554,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,114.7
170425,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Notholca squamula,,,242123,1.7,664785.4,0.0007,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170503,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,1.3,78763520.8,0.07876,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
170503,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,0.7,12488930.4,0.01249,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,774
170503,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,31.1,44469387.5,0.04447,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,235
170503,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,8,8987143.6,0.00899,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,185
170503,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Mesocyclops leuckarti ,, ,239249,0.7,10407442,0.01041,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,645
170503,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,2.7,258867.2,0.00026,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170503,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,48.9,29677584.4,0.02968,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,99
170503,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,9.3,1667601,0.00167,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
170503,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,4.7,3143563.8,0.00314,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146.5
170503,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,0.7,60879.9,0.00006,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
170503,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,17.3,16831799.1,0.01683,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,114.7
170509,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,0.7,39381760.4,0.0394,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
170509,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Ceriodaphnia quadrangula,,,263827,0.7,14527595.7,0.0145,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,516
170509,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,2,37466791.1,0.0375,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,774
170509,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,19.3,27634548,0.0276,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,235
170509,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,1.3,9769118.9,0.0098,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
170509,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,5.3,5991429.1,0.006,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,185
170509,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Eudiaptomus,spp, ,1011373,0.7,19982288.6,0.02,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,860
170509,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides,, ,242098,0.7,8042492.9,0.008,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,645
170509,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides ,,male,242098,2,18650136,0.0187,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
170509,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,8.7,841318.5,0.0008,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170509,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,61.1,33071887,0.0331,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,94.7
170509,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,4,518438.9,0.0005,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
170509,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,>120µm,1009427,2,1347241.6,0.0013,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,146.5
170509,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,37.8,36684690.4,0.0367,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,114.7
170516,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,,233671,0.7,39381760.4,0.03938,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,172
170516,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Bosmina (Eubosmina) coregoni,,juvenil,233671,0.7,6526087.1,0.00653,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,95
170516,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Ceriodaphnia quadrangula,,,263827,0.7,14527595.7,0.01453,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,516
170516,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Chydorus sphaericus,,,242094,0.7,5994686.6,0.00599,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
170516,Erken bojen 0-20,Arthropoda,Branchiopoda,Cladocera,Daphnia,spp,juvenil,1009426,0.7,1498671.6,0.0015,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,258
170516,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,copepodit,3000208,10.7,199822885.7,0.19982,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,774
170516,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Calanoida,spp,naupli,3000208,16.7,23822886.2,0.02382,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,235
170516,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,copepodit,3000209,2.7,19538237.7,0.01954,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
170516,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Cyclopoida,spp,naupli,3000209,3.3,3744643.2,0.00374,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,185
170516,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides,, ,242098,2,29140837.5,0.02914,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,602
170516,Erken bojen 0-20,Arthropoda,Maxillopoda,Copepoda,Thermocyclops oithonoides ,,male,242098,1.3,5495129.4,0.0055,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,473
170516,Erken bojen 0-20,Rotifera,Monogononta,Flosculariacea,Conochilus,spp,,1013030,8.7,1557023.5,0.00156,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170516,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella cochlearis,,,233670,5.3,517734.5,0.00052,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,103
170516,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Polyarthra,spp,,1009465,146.7,57219408.9,0.05722,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,86
170516,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Synchaeta,spp,<120µm,1009427,1.3,238228.7,0.00024,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,93.2
170516,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Asplanchna,spp,,1009430,0.7,17762034.3,0.01776,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,430
170516,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Kellicottia longispina,,,233703,0.7,60879.9,0.00006,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,129
170516,Erken bojen 0-20,Rotifera,Monogononta,Ploima,Keratella quadrata,,,233764,12.7,12300160.9,0.0123,Naturvårdsverkets Djurplankton i sjöar 2003-05-27,Erkenlaboratory,114.7
